,core,peri,log2fc,pvalue
HIST2H2AA3,0.019841690514461,0.014910860270787,0.004930830243674,0.752689982385355
CCDC77,0.01683474177457,0.011901678624538,0.004933063150032,0.701233826930634
AL645941.3,0.01690859530793,0.011969859523866,0.004938735784064,0.703159360040594
LINC01002,0.070328783529123,0.065383613574902,0.004945169954221,0.871006877417239
MSLN,0.016415642983804,0.011465122827899,0.004950520155905,0.692059803832718
SATB2-AS1,0.004951422933388,0,0.004951422933388,0.31746040454239
AC131944.1,0.004951422933388,0,0.004951422933388,0.31746040454239
KAT14,0.004951422933388,0,0.004951422933388,0.31746040454239
AC021236.1,0.004951422933388,0,0.004951422933388,0.31746040454239
SEMA6C,0.004952102266493,0,0.004952102266493,0.31746040454239
KIAA1549,0.004952102266493,0,0.004952102266493,0.31746040454239
DENND2A,0.004952102266493,0,0.004952102266493,0.31746040454239
CASC11,0.004952102266493,0,0.004952102266493,0.31746040454239
AC110741.1,0.004952102266493,0,0.004952102266493,0.31746040454239
CDNF,0.004952102266493,0,0.004952102266493,0.31746040454239
B3GNT9,0.004952102266493,0,0.004952102266493,0.31746040454239
GGN,0.004952102266493,0,0.004952102266493,0.31746040454239
ZIK1,0.004952102266493,0,0.004952102266493,0.31746040454239
IGSF10,0.016425407321426,0.011470166512785,0.004955240808641,0.691615915793378
HYAL3,0.0049834586215,0,0.0049834586215,0.31746040454239
IRAK1BP1,0.0049834586215,0,0.0049834586215,0.31746040454239
AKR1C1,0.0049834586215,0,0.0049834586215,0.31746040454239
SENP8,0.0049834586215,0,0.0049834586215,0.31746040454239
CTU2,0.0049834586215,0,0.0049834586215,0.31746040454239
JADE3,0.0049834586215,0,0.0049834586215,0.31746040454239
AL035661.2,0.013118111074555,0.008134559029868,0.004983552044687,0.687085386928761
AP005329.3,0.011652312867105,0.006667176168437,0.004985136698668,0.638088263100689
RNF185,0.054431252313307,0.049437323944709,0.004993928368598,0.848435666383002
PTGER2,0.018444995165813,0.01344747828914,0.004997516876673,0.726448110130335
SPATA21,0.005011109065806,0,0.005011109065806,0.31746040454239
AC008945.1,0.005011109065806,0,0.005011109065806,0.31746040454239
CA13,0.005011109065806,0,0.005011109065806,0.31746040454239
TMEM132A,0.005011109065806,0,0.005011109065806,0.31746040454239
AL096701.3,0.005011109065806,0,0.005011109065806,0.31746040454239
LY6K,0.005011109065806,0,0.005011109065806,0.31746040454239
AC079414.3,0.005011109065806,0,0.005011109065806,0.31746040454239
LINC01526,0.005011109065806,0,0.005011109065806,0.31746040454239
CHPF2,0.052275145500664,0.047255332802245,0.00501981269842,0.845778843028525
AC073655.3,0.011682261967348,0.006657892259979,0.005024369707369,0.635788767953033
SNHG11,0.011092556815875,0.006063384942715,0.00502917187316,0.611925887731326
NYNRIN,0.010860004885133,0.005829740121603,0.00503026476353,0.601861743335695
ELAVL4,0.016517097187059,0.011473653996885,0.005043443190174,0.687292291155949
AL606760.2,0.005053255437287,0,0.005053255437287,0.31746040454239
CUBN,0.005053255437287,0,0.005053255437287,0.31746040454239
SP2-AS1,0.005053255437287,0,0.005053255437287,0.31746040454239
XPNPEP2,0.005053255437287,0,0.005053255437287,0.31746040454239
NKAIN2,0.011842495377254,0.006786841527283,0.005055653849971,0.639037769297378
CTRL,0.011790641519016,0.006729996980488,0.005060644538528,0.63667833371797
RPGRIP1,0.011725853629156,0.006657892259979,0.005067961369177,0.633644369943626
ZNF512,0.025032495015632,0.019963335354237,0.005069159661396,0.766723063639202
AP001412.1,0.013241637561738,0.008167341141198,0.00507429642054,0.68366414521939
IGSF22,0.00507692767719,0,0.00507692767719,0.31746040454239
DSCAS,0.00507692767719,0,0.00507692767719,0.31746040454239
LRRC6,0.019437805411548,0.014358871550506,0.005078933861041,0.738061648656788
NATD1,0.079884181992712,0.074804799154642,0.00507938283807,0.875559478747468
C19orf47,0.011970300597882,0.006882498733655,0.005087801864227,0.640984302994899
AC087276.2,0.005092713497436,0,0.005092713497436,0.31746040454239
AC023043.1,0.005092713497436,0,0.005092713497436,0.31746040454239
PHYHD1,0.017739323250155,0.012643364270439,0.005095958979716,0.707962865642594
BICRA,0.033938817518711,0.028840182102322,0.005098635416388,0.79899830077888
AC021016.2,0.011579419254092,0.006462386868366,0.005117032385726,0.623714016504983
AL356356.1,0.019519735188046,0.014400511822808,0.005119223365239,0.737704578313329
UBL5,1.29456168318207,1.28943003948734,0.005131643694726,0.967330212979195
RNF207,0.005134564478515,0,0.005134564478515,0.31746040454239
MATN1,0.005134564478515,0,0.005134564478515,0.31746040454239
AC007881.2,0.005134564478515,0,0.005134564478515,0.31746040454239
ZBED4,0.02305402960646,0.017897601057916,0.005156428548544,0.739769500457958
CFAP410,0.051462175401825,0.046295161061502,0.005167014340323,0.827321532925472
TRHDE-AS1,0.005168890186233,0,0.005168890186233,0.31746040454239
PIGZ,0.005171207120531,0,0.005171207120531,0.31746040454239
SULT2B1,0.005171207120531,0,0.005171207120531,0.31746040454239
SFRP2,0.017916857424473,0.012736258498968,0.005180598925505,0.707087640833882
RTP4,0.011398079518486,0.006217433297703,0.005180646220783,0.611107210858321
ZNF441,0.011249394299138,0.006064175640737,0.005185218658401,0.604168921494126
TSPAN6,0.012046914827043,0.006859051392744,0.005187863434299,0.635217935316946
PTOV1-AS2,0.012164558903889,0.006969784196916,0.005194774706973,0.63887950314472
NPIPA1,0.029106577077834,0.023910013659234,0.0051965634186,0.770507759169061
THEM5,0.005205198966578,0,0.005205198966578,0.31746040454239
IPP,0.019726986713617,0.014520028522588,0.005206958191029,0.735159792915723
TMEM132E,0.00521733395788,0,0.00521733395788,0.31746040454239
FAAP24,0.00521733395788,0,0.00521733395788,0.31746040454239
AP001056.1,0.00521733395788,0,0.00521733395788,0.31746040454239
CCDC24,0.011124098997594,0.005895333608037,0.005228765389558,0.594855602462051
AP006333.2,0.005230566694692,0,0.005230566694692,0.31746040454239
AC009318.1,0.011217112169673,0.005984761134459,0.005232351035214,0.598812120869714
CAMTA1-DT,0.005233361464446,0,0.005233361464446,0.31746040454239
AC017071.1,0.005233361464446,0,0.005233361464446,0.31746040454239
AC005726.1,0.005233361464446,0,0.005233361464446,0.31746040454239
AC006213.2,0.005233361464446,0,0.005233361464446,0.31746040454239
AC134349.1,0.005233361464446,0,0.005233361464446,0.31746040454239
AC018445.5,0.005233361464446,0,0.005233361464446,0.31746040454239
RIC8A,0.108323133699831,0.103089253056535,0.005233880643296,0.885674873221844
CA10,0.005235541270184,0,0.005235541270184,0.31746040454239
OXER1,0.012115306817604,0.006878547815572,0.005236759002031,0.633614888685105
AGMAT,0.016946421572499,0.011708645499865,0.005237776072634,0.682766155074499
HSD3B7,0.019685805998848,0.014440999870594,0.005244806128254,0.732903399234305
PDYN-AS1,0.011133433188225,0.005887513937559,0.005245919250667,0.593744926893578
PLAT,0.017159239735521,0.01189394652883,0.005265293206691,0.685528628451741
PEX13,0.042555780622948,0.037287771183157,0.005268009439791,0.81248229295359
TREML1,0.017654476703844,0.012385136202708,0.005269340501136,0.695478754343216
AJM1,0.011339636634459,0.006064175640737,0.005275460993722,0.599725587657902
SMCR5,0.005279644271126,0,0.005279644271126,0.31746040454239
AL034546.1,0.005279644271126,0,0.005279644271126,0.31746040454239
RAB5B,0.209487525891316,0.204201358915105,0.00528616697621,0.918675380421623
POT1-AS1,0.005287212421253,0,0.005287212421253,0.31746040454239
LTK,0.005287212421253,0,0.005287212421253,0.31746040454239
ST6GALNAC5,0.005290191508415,0,0.005290191508415,0.31746040454239
KLHL41,0.005290191508415,0,0.005290191508415,0.31746040454239
AC096733.2,0.005290191508415,0,0.005290191508415,0.31746040454239
CCL28,0.005290191508415,0,0.005290191508415,0.31746040454239
NIPAL4,0.005290191508415,0,0.005290191508415,0.31746040454239
INSYN2A,0.005290191508415,0,0.005290191508415,0.31746040454239
AC009063.2,0.005290191508415,0,0.005290191508415,0.31746040454239
AC007292.1,0.005290191508415,0,0.005290191508415,0.31746040454239
ADGRL3,0.011977352913918,0.006686038895336,0.005291314018582,0.624676440437671
KCNN1,0.01075103165093,0.005458719806651,0.00529231184428,0.571740683893904
AL731569.1,0.005293180617499,0,0.005293180617499,0.31746040454239
AC090517.2,0.005293180617499,0,0.005293180617499,0.31746040454239
AC022167.2,0.005293180617499,0,0.005293180617499,0.31746040454239
SNHG25,0.005293180617499,0,0.005293180617499,0.31746040454239
ZFP30,0.005293180617499,0,0.005293180617499,0.31746040454239
AL136320.1,0.005293180617499,0,0.005293180617499,0.31746040454239
AC009148.1,0.005293180617499,0,0.005293180617499,0.31746040454239
AC025766.1,0.005293180617499,0,0.005293180617499,0.31746040454239
CCL23,0.005293513362292,0,0.005293513362292,0.31746040454239
MPL,0.005303554091829,0,0.005303554091829,0.31746040454239
MYCN,0.005303554091829,0,0.005303554091829,0.31746040454239
LINC02610,0.005303554091829,0,0.005303554091829,0.31746040454239
KIAA0895,0.005303554091829,0,0.005303554091829,0.31746040454239
AL450326.1,0.005303554091829,0,0.005303554091829,0.31746040454239
CACNA1C-AS1,0.005303554091829,0,0.005303554091829,0.31746040454239
KCNJ16,0.005303554091829,0,0.005303554091829,0.31746040454239
CIRBP-AS1,0.005303554091829,0,0.005303554091829,0.31746040454239
IL12RB2,0.005303554091829,0,0.005303554091829,0.31746040454239
SVOPL,0.005303554091829,0,0.005303554091829,0.31746040454239
ST8SIA6,0.005303554091829,0,0.005303554091829,0.31746040454239
RPS6KB2-AS1,0.005303554091829,0,0.005303554091829,0.31746040454239
FGF9,0.005303554091829,0,0.005303554091829,0.31746040454239
NPR3,0.005303554091829,0,0.005303554091829,0.31746040454239
AC246817.2,0.005303554091829,0,0.005303554091829,0.31746040454239
AC105402.4,0.005303554091829,0,0.005303554091829,0.31746040454239
LINC01088,0.005305913344467,0,0.005305913344467,0.31746040454239
INSM1,0.005305913344467,0,0.005305913344467,0.31746040454239
AL109615.3,0.005312008913295,0,0.005312008913295,0.31746040454239
ZNF69,0.005312008913295,0,0.005312008913295,0.31746040454239
TRO,0.005312008913295,0,0.005312008913295,0.31746040454239
SLAMF1,0.005312008913295,0,0.005312008913295,0.31746040454239
CYREN,0.06924035168862,0.063924279036188,0.005316072652432,0.852064609103625
C9orf106,0.011575505175371,0.006257789136077,0.005317716039293,0.605756557224997
AC092650.1,0.011338128991286,0.00601868471402,0.005319444277265,0.596166732165474
AC004921.1,0.011254678500817,0.005931397176625,0.005323281324191,0.591973486716495
YY2,0.005326051357327,0,0.005326051357327,0.31746040454239
TTC23L,0.005326051357327,0,0.005326051357327,0.31746040454239
SHC3,0.016573151793164,0.011244151149469,0.005329000643695,0.668298688932142
ZBTB8A,0.011400271241734,0.006064175640737,0.005336095600997,0.596885828862047
UBXN10-AS1,0.005336119519107,0,0.005336119519107,0.31746040454239
APOC4,0.005336119519107,0,0.005336119519107,0.31746040454239
TNFSF4,0.005337167592586,0,0.005337167592586,0.31746040454239
DLX1,0.005337167592586,0,0.005337167592586,0.31746040454239
AL590428.1,0.005337167592586,0,0.005337167592586,0.31746040454239
AC011611.3,0.005337167592586,0,0.005337167592586,0.31746040454239
AL603832.2,0.005337167592586,0,0.005337167592586,0.31746040454239
TMEM253,0.005337167592586,0,0.005337167592586,0.31746040454239
IGHV3-15,0.005337167592586,0,0.005337167592586,0.31746040454239
AL357874.1,0.005337517225241,0,0.005337517225241,0.31746040454239
TTC33,0.018240653352817,0.012900940525725,0.005339712827092,0.702075535709936
FAM86C1,0.011404310392058,0.006063384942715,0.005340925449343,0.59706674839735
GYPA,0.00534383424687,0,0.00534383424687,0.31746040454239
GVQW2,0.005344186512421,0,0.005344186512421,0.31746040454239
RASL12,0.005344186512421,0,0.005344186512421,0.31746040454239
AP001020.2,0.005344186512421,0,0.005344186512421,0.31746040454239
AC006116.8,0.005344186512421,0,0.005344186512421,0.31746040454239
AC091182.1,0.005344186512421,0,0.005344186512421,0.31746040454239
FBLIM1,0.005347009674224,0,0.005347009674224,0.31746040454239
AKAP3,0.005347009674224,0,0.005347009674224,0.31746040454239
AC093249.2,0.005347009674224,0,0.005347009674224,0.31746040454239
AC104113.1,0.005347009674224,0,0.005347009674224,0.31746040454239
ARHGDIG,0.00534736320079,0,0.00534736320079,0.31746040454239
AC068620.1,0.005349841831744,0,0.005349841831744,0.31746040454239
SPINT1-AS1,0.005349841831744,0,0.005349841831744,0.31746040454239
PBX4,0.005349841831744,0,0.005349841831744,0.31746040454239
AL513122.2,0.005349841831744,0,0.005349841831744,0.31746040454239
CYP24A1,0.005349841831744,0,0.005349841831744,0.31746040454239
POPDC3,0.012257664484097,0.00690252000745,0.005355144476646,0.628849072521747
OSBPL10,0.005355533363949,0,0.005355533363949,0.31746040454239
AC005081.1,0.005355533363949,0,0.005355533363949,0.31746040454239
LINC01484,0.005355533363949,0,0.005355533363949,0.31746040454239
RASSF6,0.005355533363949,0,0.005355533363949,0.31746040454239
AL132712.2,0.005355533363949,0,0.005355533363949,0.31746040454239
PLEKHH2,0.012459799923126,0.0071038047616,0.005355995161526,0.637283678005394
ELF3-AS1,0.017311316006048,0.011954610603843,0.005356705402205,0.683099505709129
PRR18,0.005358034915173,0,0.005358034915173,0.31746040454239
ELN,0.005358034915173,0,0.005358034915173,0.31746040454239
KTN1-AS1,0.005358034915173,0,0.005358034915173,0.31746040454239
DGCR11,0.012017954801932,0.006657892259979,0.005360062541953,0.61955812725932
KITLG,0.005361261574616,0,0.005361261574616,0.31746040454239
ITLN1,0.005367750245153,0,0.005367750245153,0.31746040454239
LINC01725,0.005368836310054,0,0.005368836310054,0.31746040454239
AC005519.1,0.005368836310054,0,0.005368836310054,0.31746040454239
TIAF1,0.005368836310054,0,0.005368836310054,0.31746040454239
AL591623.1,0.005368836310054,0,0.005368836310054,0.31746040454239
FOXD4L1,0.005368836310054,0,0.005368836310054,0.31746040454239
HUS1B,0.005368836310054,0,0.005368836310054,0.31746040454239
LINC02621,0.005368836310054,0,0.005368836310054,0.31746040454239
LINC01609,0.005368836310054,0,0.005368836310054,0.31746040454239
AC024581.1,0.005368836310054,0,0.005368836310054,0.31746040454239
MYH3,0.005369923703487,0,0.005369923703487,0.31746040454239
AC090772.3,0.005369923703487,0,0.005369923703487,0.31746040454239
ZNF283,0.005369923703487,0,0.005369923703487,0.31746040454239
AL596087.3,0.005369923703487,0,0.005369923703487,0.31746040454239
C17orf113,0.005374651173056,0,0.005374651173056,0.31746040454239
FAM166B,0.011545029862574,0.006169874076042,0.005375155786532,0.59970877330866
AC009542.1,0.019019331474749,0.013640698602204,0.005378632872545,0.714959715562554
AL137802.1,0.005379770567915,0,0.005379770567915,0.31746040454239
TMEM67,0.005379770567915,0,0.005379770567915,0.31746040454239
DLG1-AS1,0.005379770567915,0,0.005379770567915,0.31746040454239
CCL22,0.005379770567915,0,0.005379770567915,0.31746040454239
CPHXL,0.005379770567915,0,0.005379770567915,0.31746040454239
AL031283.1,0.005380504322614,0,0.005380504322614,0.31746040454239
AL162258.2,0.005386026872378,0,0.005386026872378,0.31746040454239
AC023355.1,0.005391583942537,0,0.005391583942537,0.31746040454239
STAP2,0.005391583942537,0,0.005391583942537,0.31746040454239
AL603783.1,0.005391583942537,0,0.005391583942537,0.31746040454239
AC096647.1,0.005391583942537,0,0.005391583942537,0.31746040454239
AC005082.1,0.005392699536997,0,0.005392699536997,0.31746040454239
LRRC3,0.005392699536997,0,0.005392699536997,0.31746040454239
RIMKLA,0.0053934440451,0,0.0053934440451,0.31746040454239
AC096537.1,0.005400172823233,0,0.005400172823233,0.31746040454239
AC011484.1,0.005400172823233,0,0.005400172823233,0.31746040454239
MSANTD4,0.025327174745667,0.019924015862784,0.005403158882883,0.754947857515616
LINC02615,0.005404310065212,0,0.005404310065212,0.31746040454239
LMO3,0.005404310065212,0,0.005404310065212,0.31746040454239
DIAPH3,0.005404310065212,0,0.005404310065212,0.31746040454239
GNAL,0.005404310065212,0,0.005404310065212,0.31746040454239
LINC00520,0.005404310065212,0,0.005404310065212,0.31746040454239
AC010327.4,0.005404310065212,0,0.005404310065212,0.31746040454239
AP002755.1,0.005404310065212,0,0.005404310065212,0.31746040454239
AL138767.1,0.005404310065212,0,0.005404310065212,0.31746040454239
GREB1,0.00540922448354,0,0.00540922448354,0.31746040454239
AC092747.4,0.00540922448354,0,0.00540922448354,0.31746040454239
